BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comments,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,page number on schematic,part added to library?,Link to part,Link to datasheet
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0402JRX7R9BB681,,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, X7R, 0.00068 UF, SURFACE MOUNT, 0402",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CC0402JRX7R9BB681/311-3774-1-ND/8024863?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0402JRX7R9BB681,223858715521,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, X7R, 0.00068 UF, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,0,10022133,"CAPACITOR ELECTROLYTIC,470UF,40V,+/-20%",A        ECO-R252636,1,Each,Production,,C12,,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,222202117471,,ALUMINUM CAPACITORS AXIAL STANDARD MINIATURE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/MAL202117471E3/4054PHBK-ND/262957?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/28325/021asm.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,MAL202117471E3,,ALUMINUM CAPACITORS AXIAL STANDARD MINIATURE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/MAL202117471E3/4054PHBK-ND/262957?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/28325/021asm.pdf
1,true,true,false,false,false,0,10022134,"CAPACITOR CERAMIC, 330 NF, 16V, X7R, 0603,+/-10%",A        ECO-R252636,1,Each,Production,,C20,,,,,,Part,BDRM,,1,,,true,false,KEMET_RMS1,C0603C334K4RACTU,,CERAMIC CHIP CAPACITOR,,Active,Preferred,,TAPE & REEL,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/C0603C334K4RACTU/399-4916-1-ND/1090911?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://api.kemet.com/component-edge/download/datasheet/C0603C334K4RACTU.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0603C334K4RAC,,CERAMIC CHIP CAPACITOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/C0603C334K4RACTU/399-4916-1-ND/1090911?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://api.kemet.com/component-edge/download/datasheet/C0603C334K4RACTU.pdf
1,false,true,false,false,false,0,10022137,"CAPACITOR CERAMIC,10UF,16V,X5R,+/-10%,1206",B        EC123352,3,Each,Production,,"C22,C26,C29",,,,,,Part,BDRM,,1,,,true,false,KEMET_RMS1,C1206C106K4PACTU,,CERAMIC CHIP CAPACITOR,,Active,Preferred,,,RoHS3 Compliant,Cleared,,,https://www.digikey.ca/product-detail/en/C1206C106K4PACTU/399-5091-1-ND/1465625?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://api.kemet.com/component-edge/download/datasheet/C1206C106K4PACTU.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO,CC1206KKX5R7BB106,,"Cap, cer, 10uF, 10%, 16V, X5R, 1206",,Active,Alternate,,,RoHS3 Compliant,Cleared,,,https://www.digikey.ca/product-detail/en/CC1206KKX5R7BB106/311-1465-1-ND/2833771?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X5R_4V-to-50V_25.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TDK_RMS1,C3216X5R1C106KT,,MULTILAYER CERAMIC CHIP CAPACITOR,,Active,Alternate,,,RoHS3 Compliant,Cleared,,,https://www.arrow.com/en/products/c3216x5r1c106kt/tdk?utm_campaign=octopart_2018&utm_currency=CAD&utm_keyword=C3216X5R1C106KT&utm_medium=aggregator&utm_content=inv_listing&utm_source=octopart,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,Samsung Electro-Mechanics,CL31A106KOHNNNE,,"Cap, cer, 10uF, 10%, 16V, X5R, 1206",,Active,Alternate,,,RoHS3 Compliant,Cleared,,,https://www.digikey.ca/product-detail/en/CL31A106KOHNNNE/1276-1137-1-ND/3889223?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL_Series_MLCC_ds.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,AVX CORPORATION,1206YD106KAT2A,,"Cap, cer, 10uF, 10%, 16V, X5R, 1206",,Active,Alternate,,,RoHS3 Compliant,Cleared,,,https://www.digikey.ca/product-detail/en/1206YD106KAT2A/478-1573-1-ND/564605?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://datasheets.avx.com/cx5r.pdf
1,true,true,false,false,false,0,10022139,"DIODE ZENER, 2.7V, 0.35W, SOT23",B        ECO-R252636,1,Each,Production,,D5,,,,,,Part,BDRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,BZX84-C2V7,,VOLTAGE REGULATOR DIODES,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,"https://www.digikey.ca/product-detail/en/BZX84-C2V7,215/1727-5027-1-ND/2531608?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart",https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"BZX84-C2V7,215",,VOLTAGE REGULATOR DIODES,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,"https://www.digikey.ca/product-detail/en/BZX84-C2V7,215/1727-5027-1-ND/2531608?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart",https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf
1,true,true,false,false,false,0,10022140,"DIODE SCHOTTKY, 20V, 1A, DO216AA",A        ECO-R252636,6,Each,Production,,"D8,D10,D11,D12,D13,D14",,,,,,Part,BDRM,,1,,,true,false,ON SEMICONDUCTOR_RMS1,MBRM120LT1G,,SURFACE MOUNT SCHOTTKY POWER RECTIFIER,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/MBRM120LT1G/MBRM120LT1GOSCT-ND/917994?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.onsemi.com/pub/Collateral/MBRM120L-D.PDF
1,true,true,false,false,false,0,10022141,"FUSE, FAST ACTING, SMD, 500MA",A        ECO-R252636,1,Each,Production,,FU1,,,,,,Part,BDRM,,1,,,true,false,LITTELFUSE_RMS1,0451.500MRL,,VERY FAST ACTING SURFACE MOUNT FUSE,,Active,Preferred,,ROHS EXEMPT: 7A,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/0451.500MRL/F2574CT-ND/813052?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_451_453_datasheet.pdf.pdf
1,true,true,false,false,false,0,10022144,"IC, DOUBLE LOW POWER OPERATIONAL AMPLIFIER",A        ECO-R252636,2,Each,Production,,"IC2,IC3",,,,,,Part,BDRM,,1,,,true,false,ON SEMICONDUCTOR_RMS1,MC33172DG,,LOW POWER OP-AMP,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.mouser.ca/ProductDetail/ON-Semiconductor/MC33172DG?qs=%2Fha2pyFadujuNYgc9NBWHUnSXi5ENPmKIswJgrscPcg58Est50pcVQ%3D%3D&utm_source=octopart&utm_medium=aggregator&utm_campaign=863-MC33172DG&utm_content=ON%20Semiconductor,https://www.mouser.ca/datasheet/2/308/MC33171-D-1811126.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,ON SEMICONDUCTOR_RMS1,MC33172DR2G,,LOW POWER OP-AMP,,Active,Preferred,,TAPE & REEL,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/MC33172DR2G/MC33172DR2GOSCT-ND/1139694?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.onsemi.com/pub/Collateral/MC33171-D.PDF
1,true,true,false,false,false,0,10022145,"OPERATIONAL AMPLIFIER, SOT23-5",A        ECO-R252636,1,Each,Production,,IC4,,,,,,Part,BDRM,,1,,,true,false,NATIONAL SEMICONDUCTOR_RMS1,LMV321M5 NOPB,,OP-AMP,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LMV321M5-NOPB/LMV321M5-NOPBCT-ND/270766?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv321-n
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,LMV321IDBVT,,OP-AMP,,Active,Preferred,,ROHS EXEMPT: 15,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LMV321IDBVT/296-26110-1-ND/2254858?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/lit/ds/symlink/lmv324.pdf
1,true,true,false,false,false,0,10022147,"IC, CHARGE CONTROLLER, NICD/NIMH",B        ECO-R252636,1,Each,Production,,IC6,,,,,,Part,BDRM,,1,,,true,false,TEXAS INSTRUMENTS_RMS1,BQ2002CSNTR,,NICD/NIMH FAST-CHARGE MANAGEMENT IC,,Active,Preferred,,ROHS EXMEPTION: 15,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/BQ2002CSNTR/296-38048-1-ND/4967253?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fbq2002c
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,BQ2002CSN,,NICD/NIMH FAST-CHARGE MANAGEMENT IC,,Active,Preferred,,ROHS EXMEPTION: 15,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/BQ2002CSN/296-9318-5-ND/379862?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fbq2002c
1,true,true,false,false,false,0,10022148,"IC, COMPARATOR WITH VOLTAGE REF, 1.8V, SOT23",B        ECO-R252636,2,Each,Production,,"IC7,IC9",,,,,,Part,BDRM,,1,,,true,false,TEXAS INSTRUMENTS_RMS1,TLV3011AIDBVR,,,,Active,Alternate,,ROHS EXEMPT: 15,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/TLV3011AIDBVR/296-39259-1-ND/5143251?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv3011
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,TLV3011AIDBVT,,"COMPARATOR WITH VOLTAGE REFERENCE,1.8V",,Active,Preferred,,ROHS EXEMPT: 15,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/TLV3011AIDBVT/296-16745-1-ND/618969?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftlv3011
1,true,true,false,false,false,0,10022149,"RESISTOR 100K OHM, 0.063W, +/-1%, 0402",B        ECO-R252636,14,Each,Production,,"R1,R2,R3,R10,R24,R29,R38,R39,R42,R47,R59,R63,R64,R67",,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,CRCW0402100KFKED,,RESISTOR SMD 100K OHM 1% 1/16W 0402 VISHAY,,Active,Preferred,,ROHS EXEMPT: 7 (C)-1,RoHS3 Compliant with exemptions,Exemption 7(c)-I shown on RoHS evidence,,,https://www.digikey.ca/product-detail/en/CRCW0402100KFKED/541-100KLCT-ND/1183351?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-07100KL,232270671004L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 100000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7 (C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.componentonline.com/search?search_key=2322-706-71004L,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-07100KL,,RESISTOR 100k 1% 0.0625W 0402 YAGEO,,Active,Preferred,,ROHS EXEMPT: 7 (C)-1,RoHS3 Compliant with exemptions,Exemption 7(c)-I shown on RoHS evidence,,,https://www.digikey.ca/product-detail/en/RC0402FR-07100KL/311-100KLRCT-ND/729473?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
1,true,true,false,false,false,0,10022150,"RESISTOR,10K OHM, 0.063W, +/-1%, 0402",B        ECO-R252636,14,Each,Production,,"R4,R5,R16,R17,R32,R34,R49,R51,R52,R61,R62,R66,R68,R70",,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-0710KL,,RES SMD 10K OHM 1% 1/16W 0402,,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,RoHS3 Compliant with exemptions,Exemption 7(c)-I shown on RoHS evidence,,,https://www.digikey.ca/product-detail/en/RC0402FR-0710KL/311-10.0KLRDKR-ND/732417?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW040210K0FKED,,RES SMD 10K OHM 1% 1/16W 0402,,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,RoHS3 Compliant with exemptions,Exemption 7(c)-I shown on RoHS evidence,,,https://www.digikey.ca/product-detail/en/CRCW040210K0FKED/541-10.0KLCT-ND/1183237?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0710KL,232270671003L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 10000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.componentonline.com/search?search_key=2322-706-71003L,
1,true,true,false,false,false,0,10022151,"RESISTOR 59 KOHMS, 0.063W, +/-1% 0402",B        ECO-R252636,2,Each,Production,,"R6,R45",,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,CRCW040259K0FKED,,THICK FILM RECTANGULAR CHIP RESISTOR,,Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW040259K0FKED/541-59.0KLCT-ND/1183325?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0759KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 59000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-0759KL/311-59KLRCT-ND/2827951?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0759KL,232270675903L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 59000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,0,10022152,"RESISTOR, 51.1 KOHM, 0.063W, +/-1%,0402",B        ECO-R252636,1,Each,Production,,R7,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-0751K1L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 51100 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-0751K1L/311-51.1KLRCT-ND/729577?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW040251K1FKED,,THICK FILM RECTANGULAR CHIP RESISTOR,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW040251K1FKED/541-51.1KLCT-ND/1183318?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0751K1L,232270675113L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 51100 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,0,10022153,"RESISTOR, 1 KOHM, 0.063W,+/-1%, 0402",B        ECO-R252636,2,Each,Production,,"R8,R33",,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-071KL,232270671002L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 1000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXMEPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-071KL,,RESISTOR 1k 1% 0.0625W 0402 YAGEO,,Active,Preferred,,ROHS EXMEPT: 7(C)-1,RoHS3 Compliant with exemptions,Exemption 7(c)-I shown on RoHS evidence,,,https://www.digikey.ca/product-detail/en/RC0402FR-071KL/311-1.00KLRCT-ND/729460?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW04021K00FKED,,RES 1.00K OHM 1/16W 1% 0402 SMD,,Active,Preferred,,ROHS EXMEPT: 7(C)-1,RoHS3 Compliant with exemptions,Exemption 7(c)-I shown on RoHS evidence,,,https://www.digikey.ca/product-detail/en/CRCW04021K00FKED/541-1.00KLCT-ND/1183123?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
1,true,true,false,false,false,0,10022154,"RESISTOR,32.4 KOHMS,0.063W,+/-1%,0402",B        ECO-R252636,2,Each,Production,,"R9,R28",,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-0732K4L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 32400 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-0732K4L/YAG3119CT-ND/5281984?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW040232K4FKED,,THICK FILM RECTANGULAR CHIP RESISTOR,,Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW040232K4FKED/541-32.4KLCT-ND/1183293?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0732K4L,232270673243L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 32400 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,0,10022155,"RESISTOR,105 KOHM,0.063W,+/-1%,0402",B        ECO-R252636,1,Each,Production,,R11,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-07105KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 105000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-07105KL/YAG2946CT-ND/5281811?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-07105KL,232270671054L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 105000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0402105KFKED,,THICK FILM RECTANGULAR CHIP RESISTOR,,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW0402105KFKED/541-105KLCT-ND/1183353?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
1,true,true,false,false,false,0,10022156,"RESISTOR, 470 OHM, 0.063W, +/-1%, 0402",B        ECO-R252636,2,Each,Production,,"R12,R22",,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-07470RL,,,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-07470RL/311-470LRCT-ND/729566?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
