BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comments,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,page number on schematic,part added to library?,Link to part,Link to datasheet
1,true,true,false,false,false,0,10024440,"RESISTOR, 182 KOHM,+/-1%, 0.063W,0402",B        ECO-R252636,1,Each,Production,,R56,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-07182KL,232270671824L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 182000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0402182KFKED,,THICK FILM RECTANGULAR CHIP RESISTORS,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,7C-1,,,https://www.digikey.ca/product-detail/en/CRCW0402182KFKED/541-182KLCT-ND/1183379?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-07182KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 182000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-07182KL/YAG3015CT-ND/5281880?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
1,true,true,false,false,false,0,10024441,"RESISTOR, 54.9 KOHM, +/-1%, 0.063W,0402",B        ECO-R252636,1,Each,Production,,R57,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-0754K9L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 54900 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT: 7 (C)-1,RoHS3 Compliant with exemptions,Exemption 7(c)-I shown on RoHS evidence,,,https://www.digikey.ca/product-detail/en/RC0402FR-0754K9L/YAG3185CT-ND/5282050?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW040254K9FKED,,THICK FILM RECTANGULAR CHIP RESISTORS,,Active,Preferred,,ROHS EXEMPT: 7 (C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW040254K9FKED/541-54.9KLCT-ND/1183321?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0754K9L,232270675493L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 54900 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7 (C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,0,10024442,"RESISTOR, 4.99 KOHM, +/-1%, 1/16W,0402",B        ECO-R252636,1,Each,Production,,R58,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,RC0402FR-074K99L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 4990 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0402FR-074K99L/311-4.99KLRCT-ND/2827886?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-074K99L,232270674992L,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 4990 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW04024K99FKED,,RES SMD 4.99K OHM 1% 1/16W 0402,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,7(c)-I,,,https://www.digikey.ca/product-detail/en/CRCW04024K99FKED/541-4.99KLCT-ND/1183202?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
1,true,true,false,false,false,0,10024443,"TRANSISTOR, BIPOLAR, NPN, 45V, 100MA, SOT23",B        ECO-R252636,2,Each,Production,,"T1,T3",,,,,,Part,BDRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"BC847,215",,"GENERAL PURPOSE TRANSISTOR, NPN",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,"https://www.digikey.ca/product-detail/en/BC847,215/1727-4855-1-ND/2531357?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart",https://assets.nexperia.com/documents/data-sheet/BC847_SER.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,BC847,,"GENERAL PURPOSE TRANSISTOR, NPN",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://canada.newark.com/nexperia/bc847-215/bipolar-transistor-npn-45v-100ma/dp/75R0733?CMP=AFC-OP,
1,true,true,false,false,false,0,10024444,"TRANSISTOR, BIPOLAR, PNP, 45V, 100MA, SOT23",B        ECO-R252636,2,Each,Production,,"T2,T4",,,,,,Part,BDRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"BC857,215",,"GENERAL PURPOSE TRANSISTOR, NPN",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://canada.newark.com/nexperia/bc847-215/bipolar-transistor-npn-45v-100ma/dp/75R0733?CMP=AFC-OP,https://assets.nexperia.com/documents/data-sheet/BC856_BC857_BC858.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,BC857,,"GENERAL PURPOSE TRANSISTOR, PNP",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.questcomp.com/part/4/bc857/111935925?utm_source=octopart&utm_medium=industry-cpc&utm_campaign=partsearch,
1,true,true,false,false,false,0,10024445,"TRANSISTOR, MOSFET, N CHANNEL, 20V, 5A, SOT23",A        ECO-R252636,5,Each,Production,,"T5,T7,T9,T10,T13",,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,SI2312BDS-T1-E3,,N CHANNEL MOSFET,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/SI2312BDS-T1-E3/SI2312BDS-T1-E3CT-ND/1656844?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/73235/si2312bds.pdf
1,true,true,false,false,false,0,10024446,"TRANSISTOR, MOSFET, P CHANNEL, 12V, 3.8A, SOT23",A        ECO-R252636,4,Each,Production,,"T6,T8,T11,T12",,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,SI2315BDS-T1-E3,,P CHANNEL MOSFET,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/SI2315BDS-T1-E3/SI2315BDS-T1-E3CT-ND/1656846?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/72014/72014.pdf
1,true,true,false,false,false,0,10025553,"DIL, SLIDE SWITCH",A        ECO-R252636,1,Each,Production,,SW1,,,,,,Part,BDRM,,1,,,true,false,APEM COMPONENTS INC,NK236,,SUBMINIATURE SLIDE SWITCH,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/NK236/679-1860-ND/1795659?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.apem.com/int/index.php?controller=attachment&id_attachment=808
1,true,true,false,false,false,0,10025554,"RESISTOR, 47 KOHM +/-1% 0,063W,0402",B        ECO-R252636,2,Each,Production,,"R53,R54",,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,CRCW040247K0FKED,,THICK FILM RECTANGULAR CHIP,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW040247K0FKED/541-47.0KLCT-ND/1183313?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,232270674703L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 47000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.questcomp.com/SearchResults.aspx?pn=232270674703l,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0402FR-0747KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.0625 W, 1 %, 100 PPM, 47000 OHM, SURFACE MOUNT, 0402",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,RoHS3 Compliant with exemptions,RoHS3 Compliant with exemptions,,,https://www.digikey.ca/product-detail/en/RC0402FR-0747KL/311-47.0KLRCT-ND/729563?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
1,true,true,false,false,false,0,10025604,"RESISTOR 33 OHM +/- 1% 0,125W,0805",B        ECO-R252636,1,Each,Production,,R36,,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,CRCW080533R0FKEA,,"RES, 33.0K, 1/8W, 1%, 0805 SMD",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CRCW080533R0FKEA/541-33.0CCT-ND/1180612?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/20035/dcrcwe3.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805FR-0733RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 33 OHM, SURFACE MOUNT, 0805",,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0805FR-0733RL/311-33.0CRCT-ND/730809?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805FR-0733RL,232273463309L,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 33 OHM, SURFACE MOUNT, 0805",,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/RC0805FR-0733RL/311-33.0CRCT-ND/730809?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,
1,true,true,false,false,false,0,10025605,"DIODE ZENER 0,35W 6,8V 2%",B        ECO-R252636,1,Each,Production,,D15,,,,,,Part,BDRM,,1,,,true,false,VISHAY_RMS1,BZX84B6V8-E3-08,,VOLTAGE REGULATOR DIODE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.com/products/en?keywords=112-BZX84B6V8-E3-08CT-ND,https://www.digikey.com/products/en?keywords=112-BZX84B6V8-E3-08CT-ND
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,ON SEMICONDUCTOR_RMS1,BZX84B6V8LT1G,,VOLTAGE REGULATOR DIODE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/BZX84B6V8LT1G/BZX84B6V8LT1GOSCT-ND/2704975?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.onsemi.com/pub/Collateral/BZX84C2V4LT1-D.PDF
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"BZX84-B6V8,215",,VOLTAGE REGULATOR DIODE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,"https://www.digikey.ca/product-detail/en/BZX84-B6V8,215/1727-5016-1-ND/2531597?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart",https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf
1,true,true,true,false,false,0,10095973,"CAPACITOR ARRAY, 47PF, 50V, +/-10%,NPO,0612",A        ECO-R252633,1,Each,Production,,C1,,,,,,Part,BDRM,,1,,,true,false,YAGEO_RMS1,CA0612JRNPO9BN470,225514611532,"ISOLATED C NETWORK, 50V, C0G, 0.000047UF, SURFACE MOUNT, CHIP-8",,Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,0,10098981,"CAPACITOR,100PF,50V,+/-5%,C0G,0402",A        ECO-R252636,2,Each,Production,,"C27,C28",,,,,,Part,BDRM,,1,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM1555C1H101JZ01D,,MONOLITHIC CERAMIC CAPACTIOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.voyagercomponents.com/part-detail/GRM1555C1H101JZ01D,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO/PHYCOMP_RMS1,CC0402JRNPO9BN101,223886915101,SURFACE MOUNT CERAMIC MULTILAYER CAPACITOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.questcomp.com/SearchResults.aspx?pn=223886915101,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO/PHYCOMP_RMS1,CC0402JRNPO9BN101,,MULTILAYER CAPACITOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/CC0402JRNPO9BN101/311-1024-1-ND/302941?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf
1,true,true,false,false,false,0,10099021,"CAPACITOR CERAMIC,X7R,1UF,25V,+/10%, 0805",A        ECO-R252636,1,Each,Production,,C24,,,,,,Part,BDRM,,1,,,true,false,TDK_RMS1,C2012X7R1E105K125AB,,"CAP, CERAMIC, X7R, 1UF, 25V, +/10% 0805",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.com/product-detail/en/tdk-corporation/C2012X7R1E105K125AB/445-1354-2-ND/513887,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0805C105K3RACTU,,"CAP, CERAMIC, X7R, 1UF, 25V, +/10% 0805",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.com/product-detail/en/kemet/C0805C105K3RACTU/399-8004-2-ND/2211765,https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,AVX_RMS1,08053C105KAZ2A,,X7R DIELECTRIC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/08053C105KAZ2A/478-3558-1-ND/1024911?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://datasheets.avx.com/FlexitermMLCC.pdf
1,true,true,false,false,false,0,10099024,"FERRITE, 1K AT 100MHZ, 0.8 OHM, 50MA",A        ECO-R252636,1,Each,Production,,FI1,,,,,,Part,BDRM,,1,,,true,false,TAIYO YUDEN_RMS1,BK32164M102-T,,"FERRITE x4 , 1K AT 100MHZ, 0.8 OHM, 100MA 1206",,Active,Preferred,,Replacement: https://www.digikey.com/product-detail/en/taiyo-yuden/BK32164M102-T/587-2688-2-ND/1169438,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.com/product-detail/en/taiyo-yuden/BK32164M102-T/587-2688-2-ND/1169438,https://www.yuden.co.jp/productdata/catalog/mlci09_e.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,ILAS-1206-ER-102V,,,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/ILAS1206ER102V/541-4357-1-ND/8565970?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.vishay.com/docs/34103/ilas1206.pdf
1,true,true,false,false,false,0,10099025,VOLTAGE COMPARATOR,A        ECO-R252636,1,Each,Production,,IC1,,,,,,Part,BDRM,,1,,,true,false,NATIONAL SEMICONDUCTOR_RMS1,LMC7211AIM5 NOPB,,TINY CMOS COMPARATOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LMC7211AIM5-NOPB/LMC7211AIM5-NOPBCT-ND/67155?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmc7211-n
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NATIONAL SEMICONDUCTOR_RMS1,LMC7211BIM5 NOPB,,TINY CMOS COMPARATOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LMC7211BIM5-NOPB/LMC7211BIM5-NOPBCT-ND/141742?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmc7211-n
1,true,true,false,false,false,0,10099026,"IC,ADJUSTABLE REGULATOR,0.1A",A        ECO-R252636,1,Each,Production,,IC5,,,,,,Part,BDRM,,1,,,true,false,NATIONAL SEMICONDUCTOR_RMS1,LM317LM NOPB,,3 TERMINAL ADJUSTABLE REGULATOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LM317LM-NOPB/LM317LM-NOPB-ND/32591?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm317l-n
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NATIONAL SEMICONDUCTOR_RMS1,LM317LMX/NOPB,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LM317LMX-NOPB/LM317LMX-NOPBCT-ND/1010529?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm317l-n
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,ON SEMICONDUCTOR_RMS1,LM317LBDG,,"100 MA ADJUSTABLE OUTPUT,POSITIVE VOLTAGE REGULATOR",,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LM317LBDG/LM317LBDGOS-ND/918501?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,"https://media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/LM317L,NCV317L.pdf"
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,ON SEMICONDUCTOR_RMS1,LM317LBDR2G,,"100 MA ADJUSTABLE OUTPUT,POSITIVE VOLTAGE REGULATOR",,Active,Preferred,,TAPE & REEL,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/LM317LBDR2G/LM317LBDR2GOSCT-ND/2120652?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.onsemi.com/pub/Collateral/LM317L-D.PDF
1,true,true,false,false,false,0,10099028,"CONNECTOR,FEMALE 7-PIN CPU",A        ECO-R252636,1,Each,Production,,J2,,,,,,Part,BDRM,,1,,,true,false,J.S.T. CORPORATION,ZHR-7,,CONNECTOR,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/ZHR-7/455-1200-ND/608641?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.jst-mfg.com/product/pdf/eng/eZH.pdf
1,true,false,false,false,false,0,10125624,SCHEMATIC DIAGRAM BUZZER CARD,A        ECO-R256396,1,,Production,,,,,,,,Document,BDRM,,1,,,,,,,,,,,,,,,,,,,
1,true,true,false,false,false,0,GR106771,"PRINTED CIRCUIT, BUZZER BOARD RB0505",A        MC002637,1,Each,Production,,,,,,,,Part,BDRM,,1,,,true,false,TTM,GR106771,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,1,10099027,"CONNECTOR, CRIMP",A        ECO-R252636,7,Each,Production,,,,,,,,Part,BDRM,,1,,,true,false,J.S.T. CORPORATION,SZH-002T-P0.5,,CONNECTOR CONTACT,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,https://www.digikey.ca/product-detail/en/SZH-002T-P0.5/455-1130-1-ND/527362?utm_campaign=buynow&WT.z_cid=ref_octopart_dkc_buynow&utm_medium=aggregator&curr=cad&site=us&utm_source=octopart,http://www.jst-mfg.com/product/pdf/eng/eZH.pdf
1,false,true,false,false,false,2,10022165,"WHITE CABLE, LENGTH 60 MM, FOR J1",B        EC062254,7,Each,Production,,,,,,,,Part,BDRM,,1,,,true,false,AXON,ET2607L,,UNSCREENED HOOKUP WIRES,,Active,Preferred,,,Yes,Cleared,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NEXANS,KZ04-04,,UNSCREENED HOOKUP WIRES,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,
1,true,true,false,false,false,3,10022161,ADHESIVE,A        ECO-R252636,1,Each,Production,,,,,,,,Part,BDRM,,1,,,true,false,3M_RMS1,7838 B/A,,STRUCTURAL ADHESIVE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,
1,true,true,true,false,false,4,3838600,PC BOARD TRACABILITY LABEL,C        ECO-R252633,1,Each,Production,,,,,,,,Part,BDRM,,1,,,true,false,BRADY_RMS1,3838600-H,,"B-727 LABEL, POLYIMIDE, GLOSSY WHITE THERMAL TRANSFER PRINTABLE LABEL STOCK",,Active,Preferred,,CUSTOM LABEL PER COVIDIEN DRAWING 3838600,Yes,Legacy Inventory Status: Cleared,,,,
