BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,comments,page number on schematic,part added to library?,Link to part,Link to datasheet,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement
,,,,,,,,,,,,,,"R2,R10",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-071K5L,232270260152,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-071k5l/res-thick-film-1k5-5-0-1w-0603/dp/66R2649?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R2,R10",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-071K5L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-071k5l/res-thick-film-1k5-5-0-1w-0603/dp/66R2649?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R2,R10",,,,,,,,,,,,true,false,KOA SPEER,RK73B1JTTD152J,,THICK FILM CHIP RESISTOR,,,,https://www.arrow.com/en/products/rk73b1jttd152j/koa-speer-electronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT: 5A,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023240,"RESISTOR, 180 OHM, 0805, +/-5%",C        ECO-R252636,5,Each,Production,,"R22,R23,R31,R35,R44",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0805JR-07180RL,232273061181,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 100 PPM, 180 OHM, SURFACE MOUNT, 0805",,6,Y,https://www.futureelectronics.com/p/1112002?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R22,R23,R31,R35,R44",,,,,,,,,,,,true,false,KOA SPEER,RK73B2ATTD181J,,THICK FILM CHIP RESISTOR,,,,https://www.arrow.com/en/products/rk73b2attd181j/koa-speer-electronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT: 5(A),Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R22,R23,R31,R35,R44",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805JR-07180RL,232273061181L,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 100 PPM, 180 OHM, SURFACE MOUNT, 0805",,,,https://www.futureelectronics.com/p/1112002?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R22,R23,R31,R35,R44",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805JR-07180RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 100 PPM, 180 OHM, SURFACE MOUNT, 0805",,,,https://www.futureelectronics.com/p/1112002?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023188,"RESISTOR, 220 K OHM, 0603,+/-5%",C        ECO-R252636,1,Each,Production,,R3,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-07220KL,232270260224,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 220000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-07220kl/res-thick-film-220k-5-0-1w-0603/dp/66R2713?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R3,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-07220KL,232270260224L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 220000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-07220kl/res-thick-film-220k-5-0-1w-0603/dp/66R2713?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R3,,,,,,,,,,,,true,false,KOA SPEER,RK73B1JTTD224J,,THICK FILM CHIP RESISTOR,,,,https://www.arrow.com/en/products/rk73b1jttd224j/koa-speer-electronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT : 5(A),Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R3,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-07220KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 220000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-07220kl/res-thick-film-220k-5-0-1w-0603/dp/66R2713?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022617,"RESISTOR, 4.7 K OHM, 0.063W +/-5%",C        ECO-R252636,8,Each,Production,,"R33,R34,R37,R38,R41,R42,R51,R72",,,,,,Part,CBRM,,1,,,true,false,BOURNS_RMS1,CR0603-FX-4701ELF ,,RES SMD 4.7K OHM 1% 1/10W 0603,,,,https://www.digikey.com/product-detail/en/bourns-inc/CR0603-FX-4701ELF/CR0603-FX-4701ELFTR-ND/3740916,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,Active,Preferred,,ROHS EXEMPTION ; 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R33,R34,R37,R38,R41,R42,R51,R72",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-074K7L,232270260472L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 4700 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-074k7l/res-thick-film-4k7-5-0-1w-0603/dp/66R2752?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION ; 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R33,R34,R37,R38,R41,R42,R51,R72",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-074K7L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 4700 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-074k7l/res-thick-film-4k7-5-0-1w-0603/dp/66R2752?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPTION ; 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R33,R34,R37,R38,R41,R42,R51,R72",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-074K7L,232270260472,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 4700 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-074k7l/res-thick-film-4k7-5-0-1w-0603/dp/66R2752?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION ; 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022736,"RESISTOR,1M OHM,0.063W,+/-1%,0603",C        ECO-R252636,1,Each,Production,,R4,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-071ML,232270461005L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1000000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-071ml/res-thick-film-1m-1-0-1w-0603/dp/66R1940?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R4,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-071ML,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1000000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-071ml/res-thick-film-1m-1-0-1w-0603/dp/66R1940?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT 7(C)-1,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R4,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW06031M00FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,,,,https://canada.newark.com/vishay/crcw06031m00fkea/res-thick-film-1m-1-0-1w-0603/dp/52K8053?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT 7(C)-1,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R4,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-071ML,232270461005,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1000000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-071ml/res-thick-film-1m-1-0-1w-0603/dp/66R1940?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,true,false,false,0,10095983,"RESISTOR, 22 K OHM,0.063W, +/-1%,0603",A        ECO-R252633,1,Each,Production,,R46,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-0722KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 22000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-0722kl/surface-mount-thick-film-resistor/dp/75X0146?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R46,,,,,,,,,,,,true,false,BOURNS_RMS1,CR0603-FX-2202ELF ,,RES SMD 22K OHM 1% 1/10W 0603,,,,https://www.digikey.com/product-detail/en/bourns-inc/CR0603-FX-2202ELF/118-CR0603-FX-2202ELFCT-ND/3925310,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R46,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0722KL,232270462203L*,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 22000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-0722kl/surface-mount-thick-film-resistor/dp/75X0146?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097266,"RESISTOR,10K OHM, 0.063W,+/-5%,0603",A        ECO-R252636,10,Each,Production,,"R5,R6,R28,R29,R32,R43,R53,R54,R62,R70",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-0710KL,232270260103L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 10000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-0710kl/res-thick-film-10k-5-0-1w-0603/dp/66R2666?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXMEPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R5,R6,R28,R29,R32,R43,R53,R54,R62,R70",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-0710KL,232270260103,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 10000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-0710kl/res-thick-film-10k-5-0-1w-0603/dp/66R2666?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXMEPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R5,R6,R28,R29,R32,R43,R53,R54,R62,R70",,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW060310K0JNEA,,THICK FILM RECTANGULAR CHIP RESISTOR,,,,https://canada.newark.com/vishay/crcw060310k0jnea/res-thick-film-10k-5-0-1w-0603/dp/19K6105?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXMEPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R5,R6,R28,R29,R32,R43,R53,R54,R62,R70",,,,,,,,,,,,true,false,BOURNS_RMS1,CR0603-FX-1002ELF ,,RES SMD 10K OHM 1% 1/10W 0603,,,,https://www.digikey.com/product-detail/en/bourns-inc/CR0603-FX-1002ELF/CR0603-FX-1002ELFTR-ND/3593188,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,Active,Preferred,,ROHS EXMEPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R5,R6,R28,R29,R32,R43,R53,R54,R62,R70",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-0710KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 10000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-0710kl/res-thick-film-10k-5-0-1w-0603/dp/66R2666?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXMEPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023242,"RESISTOR 10 OHM, 0.125W, +/-5%,0805",C        ECO-R252636,1,Each,Production,,R52,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0805JR-0710RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 200 PPM, 10 OHM, SURFACE MOUNT, 0805",,,,https://www.futureelectronics.com/p/8064438?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R52,,,,,,,,,,,,true,false,KOA SPEER,RK73B2ATTD100J,,THICK FILM CHIP RESISTOR,,,,https://www.arrow.com/en/products/rk73b2attd100j/koa-speer-electronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT: 5 (A),Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R52,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805JR-0710RL,232273061109L,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 200 PPM, 10 OHM, SURFACE MOUNT, 0805",,,,https://www.futureelectronics.com/p/8064438?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R52,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805JR-0710RL,232273061109,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 200 PPM, 10 OHM, SURFACE MOUNT, 0805",,,,https://www.futureelectronics.com/p/8064438?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097270,"RESISTOR,1.37K OHM,0.063W,+/-0.1%,0603",A        ECO-R252636,1,Each,Production,,R57,,,,,,Part,CBRM,,1,,,true,false,SUSUMU CO.,RG1608P-1371-B-T5,,,,,,https://www.digikey.ca/product-detail/en/susumu/RG1608P-1371-B-T5/RG1608P-1371-B-T5-ND/1260435?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R57,,,,,,,,,,,,true,false,TYCO ELECTRONICS,3-1879219-4,,THIN FILM PRECISION CHIP RESISTOR,,,,https://uk.farnell.com/neohm-te-connectivity/3-1879219-4/cpf-0603-1k37-0-1-25ppm-5k-rl/dp/3203322?CMP=GRHB-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R57,,,,,,,,,,,,true,false,TYCO ELECTRONICS,CPF0603B-1K37E,,THIN FILM PRECISION CHIP RESISTOR,,,,https://www.arrow.com/en/products/cpf0603b1k37e/te-connectivity?utm_term=backorder&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R57,,,,,,,,,,,,true,false,VISHAY_RMS1,TNPW06031K37BEEA,,PRECISION CHIP RESISTOR,,,,https://www.arrow.com/en/products/tnpw06031k37beea/vishay?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,http://www.vishay.com/docs/28758/tnpw_e3.pdf,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R57,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERA3ARB1371V,,RES SMD 1.37KOHM 0.1% 1/10W 0603,,,,https://canada.newark.com/panasonic/era3arb1371v/res-thin-film-1k37-0-1-0-1w-0603/dp/93T7315,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097271,"RESISTOR, 100K OHM, 0.063W,+/-0.1%,0603",A        ECO-R252636,1,Each,Production,,R58,,,,,,Part,CBRM,,1,,,true,false,SUSUMU CO.,RG1608P-104-B-T5,,RES SMD 100K OHM 0.1% 1/10W 0603,,,,https://canada.newark.com/susumu/rg1608p-104-b-t5/res-100k-0-1-0-1w-0603-thin-film/dp/42M1164?CMP=AFC-SF-FC,,Active,Preferred,,,RoHS3 Compliant,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R58,,,,,,,,,,,,true,false,WELWYN,PCF0603R-100KBI,,LOW VALUE FLAT CHIP RESISTOR,,,,https://www.mouser.ca/ProductDetail/Welwyn-Components-TT-Electronics/PCF0603R-100KBI?utm_term=PCF0603R-100KBI&qs=n%252bNaOaZylkYSRT8E6n3b8Q==&utm_campaign=PCF0603R-100KBI&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R58,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRD07100KL,,"RESISTOR, THIN FILM, 0.1 W, 0.1 %, 25 PPM, 100000 OHM, SURFACE MOUNT, 0603",,,,https://www.arrow.com/en/products/rt0603brd07100kl/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022697,"RESISTOR,470 OHM, 0.125W,+/-1%, 0805",C        ECO-R252636,2,Each,Production,,"R66,R67",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,232273464701L,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",,,,https://www.futureelectronics.com/p/8036196?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R66,R67",,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0805470RFKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,,,,https://www.arrow.com/en/products/crcw0805470rfkea/vishay?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R66,R67",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,232273464701,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",,,,https://www.futureelectronics.com/p/8036196?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R66,R67",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805FR-07470RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",,,,https://www.futureelectronics.com/p/8036196?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R66,R67",,,,,,,,,,,,true,false,NIC COMPONENTS CORP.,NRC10F4700TRF,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 1 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0805",,,,https://www.arrow.com/en/products/nrc10f4700trf/nic-components,https://datasheet.octopart.com/NRC10F4700TRF-NIC-Components-datasheet-10900480.pdf,Active,Preferred,,ROHS EXEMPTION: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022732,"RESISTOR,100 K OHM, 0.063W +/-5%",C        ECO-R252636,16,Each,Production,,"R7,R8,R9,R12,R20,R21,R24,R26,R48,R55,R56,R59,R60,R61,R65,R68",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-07100KL,232270260104L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 100000 OHM, SURFACE MOUNT, 0603",,,,https://www.mouser.ca/ProductDetail/Yageo/RC0603JR-07100KL?utm_term=RC0603JR-07100KL&qs=2cAdsCoAWRG9Rhqklpdeqg==&utm_campaign=RC0603JR-07100KL&utm_medium=aggregator&utm_source=findchips&utm_content=Yageo,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R7,R8,R9,R12,R20,R21,R24,R26,R48,R55,R56,R59,R60,R61,R65,R68",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-07100KL,232270260104,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 100000 OHM, SURFACE MOUNT, 0603",,,,https://www.futureelectronics.com/p/7098954?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R7,R8,R9,R12,R20,R21,R24,R26,R48,R55,R56,R59,R60,R61,R65,R68",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-07100KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 100000 OHM, SURFACE MOUNT, 0603",,,,https://www.futureelectronics.com/p/7098954?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.
,,,,,,,,,,,,,,"R7,R8,R9,R12,R20,R21,R24,R26,R48,R55,R56,R59,R60,R61,R65,R68",,,,,,,,,,,,true,false,PANASONIC_RMS1,ERJ3GEYJ104V,,THICK FILM CHIP RESISTOR,,,,https://canada.newark.com/panasonic-electronic-components/erj3geyj104v/surface-mount-thick-film-resistor/dp/63W0974?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097272,"RESISTOR, PRECISION,10K OHM, 0.063W,+/-0.1%,0603",A        ECO-R252636,1,Each,Production,,R71,,,,,,Part,CBRM,,1,,,true,false,SUSUMU CO,RG1608P-103-B-T5,,RES 10.0K OHM 1/10W .1% 0603 SMD,long lead time (18 weeks),6,Y,https://canada.newark.com/susumu/rg1608p-103-b-t5/res-10k-0-1-0-1w-0603-thin-film/dp/54M8086?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R71,,,,,,,,,,,,true,false,WELWYN,PCF0603R-10KBI,,PRECISION SURFACE MOUNT RESISTOR,,6,Y,https://www.mouser.ca/ProductDetail/Welwyn-Components-TT-Electronics/PCF0603R-10KBI?utm_term=PCF0603R-10KBI&qs=6Fe8ASSgjNv2Lxye%252bEM69g==&utm_campaign=PCF0603R-10KBI&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
